FORMATION,Calibre (CALI),Resistividad Media (RMED),Resistividad Profunda (RDEP),Densidad Total (RHOB),Rayos Gamma (GR),Factor Fotoeléctrico (PEF),Lentitud Compresional (DTC),Potencial Espontáneo (SP),Resistividad de Zona Lavada (RXO),Porosidad de Densidad (PHID),Volumen de Arcilla (VSH),TARGET,TARGET_BINARIO
UNKNOWN,17.601909637,1.4386572838,1.7158435583,1.8816431761,44.599697113,10.5,136.84822083,51.814464569,1.7944417,0.45,0.3654156811491073,POBRE,NO_RESERVORIO
UNKNOWN,17.823453903,1.4248315096,1.7047768831,1.8877989054,44.117584229,10.5,141.63964844,49.998851776,1.4581387043,0.45,0.35700285674225835,POBRE,NO_RESERVORIO
UNKNOWN,17.417129517,1.4047509432,1.707305789,1.8823735714,42.280685425,10.5,145.76858521,49.041725159,1.2292972803,0.45,0.3249491456632511,POBRE,NO_RESERVORIO
UNKNOWN,17.071994781,1.4065647125,1.7227942944,1.8837883472,43.262462616,10.5,148.76950073,48.840858459,1.2711559534,0.45,0.3420810651548124,POBRE,NO_RESERVORIO
UNKNOWN,17.125,1.4280653,1.7405557632,1.9042774439,45.20066452,10.5,149.42221069,48.415039063,1.2969193459,0.45,0.3759025057852444,POBRE,NO_RESERVORIO
UNKNOWN,17.131893158,1.4664598703,1.7642040253,1.9285899401,46.900470734,10.5,147.04519653,48.523948669,1.3664809465,0.43721821812121214,0.40556396408398765,POBRE,NO_RESERVORIO
UNKNOWN,17.127300262,1.484982729,1.8021333218,1.9509568214,47.314575195,10.5,143.7444458,50.248027802,1.4222508669,0.4236625324848485,0.4127900479164327,POBRE,NO_RESERVORIO
UNKNOWN,17.11580658,1.49979496,1.8405890465,1.9884120226,48.005756378,10.5,141.7845459,50.800388336,1.399694562,0.40096241054545456,0.42485109444489916,POBRE,NO_RESERVORIO
UNKNOWN,17.177854538,1.5208166838,1.8787630796,2.0136880875,49.482219696,10.5,140.28678894,50.872001648,1.4304512739,0.3856435833333334,0.45061524024915783,POBRE,NO_RESERVORIO
UNKNOWN,17.217226028,1.5583879948,1.9069664478,2.0025801659,48.90417099,10.5,141.16539001,51.610107422,1.4395523071,0.392375657030303,0.4405283447863427,POBRE,NO_RESERVORIO
UNKNOWN,17.335315704,1.5863331556,1.9160534143,1.960247159,48.370258331,10.5,143.17112732,52.464832306,1.3842151165,0.4180320248484849,0.4312116191857035,POBRE,NO_RESERVORIO
UNKNOWN,17.374471664,1.5761328936,1.920489192,1.9187188148,48.069992065,10.5,143.90692139,52.663463593,1.3970551491,0.44320071830303026,0.4259720011315255,POBRE,NO_RESERVORIO
UNKNOWN,17.096208572,1.5518350601,1.9153368473,1.8987718821,48.086765289,10.5,144.28092957,52.936645508,1.2874016762,0.45,0.42626469231015146,POBRE,NO_RESERVORIO
UNKNOWN,17.257556915,1.5203287601,1.914652586,1.8816862106,49.954441071,10.5,144.60328674,52.805366516,1.2240759134,0.45,0.45885545875581724,POBRE,NO_RESERVORIO
UNKNOWN,17.44594574,1.4934719801,1.9104321003,1.8788731098,50.674861908,10.5,145.16049194,53.34916687,1.2576016188,0.45,0.4714267344919707,POBRE,NO_RESERVORIO
UNKNOWN,17.173242569,1.4846309423,1.8981451988,1.8997168541,50.133552551,10.5,145.41007996,53.547782898,1.2199215889,0.45,0.46198093720806055,POBRE,NO_RESERVORIO
UNKNOWN,16.915569305,1.4976178408,1.8948107958,1.930023551,47.411495209,10.5,144.57885742,52.764385223,1.2711540461,0.4363493630303031,0.41448129303007986,POBRE,NO_RESERVORIO
UNKNOWN,16.893621445,1.5165718794,1.8939853907,1.9382251501,44.858581543,10.5,143.74761963,51.897930145,1.3320330381,0.4313786969090908,0.36993319006359043,POBRE,NO_RESERVORIO
UNKNOWN,16.856355667,1.5442305803,1.8934016228,1.9133528471,48.008224487,10.5,142.84973145,52.795703888,1.2835900784,0.44645281993939384,0.4248941627144332,POBRE,NO_RESERVORIO
UNKNOWN,16.877250671,1.5760778189,1.8966023922,1.8996506929,55.280349731,10.5,142.44880676,53.098644257,1.2790975571,0.45,0.5517920631289467,POBRE,NO_RESERVORIO
UNKNOWN,17.148677826,1.5780172348,1.8924453259,1.9235450029,61.755992889,10.331523895,142.94747925,52.675521851,1.3389667273,0.44027575581818174,0.6647914261778443,POBRE,NO_RESERVORIO
UNKNOWN,17.63530159,1.5418896675,1.8795461655,1.9547402859,63.253673553,7.5512137413,143.44615173,52.908668518,1.407476902,0.4213695236969696,0.6909258126709565,POBRE,NO_RESERVORIO
UNKNOWN,17.931074142,1.4950573444,1.8605966568,1.9702950716,60.453479767,7.1378016472,144.43188477,53.359355927,1.4193621874,0.4119423808484848,0.6420626949062638,POBRE,NO_RESERVORIO
UNKNOWN,17.954515457,1.4679656029,1.8373901844,1.9377228022,58.950107574,9.4520492554,145.6934967,52.939498901,1.43166852,0.4316831501818182,0.6158289917682898,POBRE,NO_RESERVORIO
UNKNOWN,17.968999863,1.4519605637,1.8063168526,1.8860033751,60.226127625,10.5,146.28825378,52.721290588,1.4469505548,0.45,0.6380954214467828,POBRE,NO_RESERVORIO
UNKNOWN,17.918663025,1.4417181015,1.7753129005,1.8459453583,59.281890869,10.5,146.55915833,51.777080536,1.347068429,0.45,0.6216185790093576,POBRE,NO_RESERVORIO
UNKNOWN,17.786014557,1.4356223345,1.7489033937,1.8332476616,56.2408638,9.0882930756,145.87097168,51.103595734,1.2392749786,0.45,0.5685529431447669,POBRE,NO_RESERVORIO
UNKNOWN,17.644784927,1.4429757595,1.7287307978,1.842579484,53.835166931,8.2304496765,145.34408569,50.200206757,1.1155663729,0.45,0.5265737594169091,POBRE,NO_RESERVORIO
UNKNOWN,17.489200592,1.4420909882,1.7151417732,1.8604941368,56.106571198,9.7903661728,146.4342804,49.889587402,1.0518068075,0.45,0.5662095498913211,POBRE,NO_RESERVORIO
UNKNOWN,17.229879379,1.4209960699,1.7029184103,1.8786679506,58.243354797,10.5,148.92764282,50.374458313,1.0965029001,0.45,0.603496222391494,POBRE,NO_RESERVORIO
UNKNOWN,17.101268768,1.3968983889,1.6937887669,1.887186408,58.249778748,10.5,150.40786743,51.963703156,1.1465896368,0.45,0.6036083197312556,POBRE,NO_RESERVORIO
UNKNOWN,17.2741642,1.3930643797,1.6848739386,1.8862973452,57.0157547,10.5,149.3346405,52.304073334,1.1752004623,0.45,0.5820747163487479,POBRE,NO_RESERVORIO
UNKNOWN,17.029270172,1.4063090086,1.671274662,1.872972846,58.647701263,10.5,147.29563904,52.124954224,1.1601712704,0.45,0.6105520301304714,POBRE,NO_RESERVORIO
UNKNOWN,17.093700409,1.4164950848,1.6633608341,1.8629306555,59.743415833,10.5,146.40979004,51.336708069,1.2410008907,0.45,0.6296721461517559,POBRE,NO_RESERVORIO
UNKNOWN,17.654285431,1.4202924967,1.6675817966,1.8687829971,59.480960846,9.6858949661,147.23498535,51.67509079,1.3112380505,0.45,0.6250923313539982,POBRE,NO_RESERVORIO
UNKNOWN,17.785291672,1.4179466963,1.6839547157,1.9075782299,58.537902832,7.572052002,150.59985352,52.394710541,1.2979136705,0.44995258793939397,0.6086360578534258,POBRE,NO_RESERVORIO
UNKNOWN,17.170080185,1.4114700556,1.7210547924,1.9690291882,59.193252563,7.0886902809,153.67642212,52.551845551,1.2222993374,0.41270958290909093,0.6200718489201062,POBRE,NO_RESERVORIO
UNKNOWN,16.410606384,1.4057664871,1.7689578533,2.0093741417,60.369434357,8.3119945526,152.42405701,52.236942291,1.1791012287,0.3882580959393939,0.6405961104195244,POBRE,NO_RESERVORIO
UNKNOWN,16.472290039,1.437422514,1.8034266233,2.0187056065,60.698883057,9.9646759033,147.5884552,53.924358368,1.2101092339,0.38260266272727256,0.6463449591977799,POBRE,NO_RESERVORIO
UNKNOWN,16.837320328,1.5360095501,1.8323122263,2.0000214577,58.644153595,10.5,142.01683044,54.497001648,1.3586063385,0.3939263892727273,0.6104901236580906,POBRE,NO_RESERVORIO
UNKNOWN,17.1195755,1.6590675116,1.8561604023,1.9854459763,55.241149902,10.5,136.28210449,54.11423111,1.5727484226,0.4027600143636363,0.5511080298058391,POBRE,NO_RESERVORIO
UNKNOWN,17.093524933,1.7223573923,1.8788667917,1.9560166597,53.363578796,10.5,133.09428406,53.625289917,1.6225665808,0.4205959638181818,0.5183445908885932,POBRE,NO_RESERVORIO
UNKNOWN,17.015945435,1.7130435705,1.9148249626,1.9510266781,51.399600983,10.32463932,135.42926025,54.205833435,1.5722421408,0.42362019509090904,0.4840733630744111,POBRE,NO_RESERVORIO
UNKNOWN,16.999471664,1.6621499062,1.9530290365,1.9326300621,51.884559631,10.214378357,138.08441162,54.538337708,1.4953376055,0.4347696593333332,0.49253584579496607,POBRE,NO_RESERVORIO
UNKNOWN,17.079151154,1.6215163469,1.971996069,1.9422932863,52.495685577,10.281629562,138.83300781,54.830749512,1.4548375607,0.4289131598181818,0.5031999359796364,POBRE,NO_RESERVORIO
UNKNOWN,16.886493683,1.5961005688,1.9690595865,1.9577236176,53.648200989,9.5775976181,138.83531189,54.910682678,1.3910554647,0.4195614438787879,0.52331122134272,POBRE,NO_RESERVORIO
UNKNOWN,16.89377594,1.5928345919,1.9518125057,1.9845122099,51.133068085,8.5401802063,138.5816803,54.881710052,1.4468210936,0.4033259333939393,0.4794223891138758,POBRE,NO_RESERVORIO
UNKNOWN,16.917516708,1.6033196449,1.9314911366,1.9965571165,49.99899292,8.0232372284,139.6411438,54.363536835,1.445556879,0.39602598999999994,0.4596328843237211,POBRE,NO_RESERVORIO
UNKNOWN,16.688446045,1.6049509048,1.9183930159,2.0032680035,51.061538696,8.3018369675,142.62487793,54.113445282,1.3969651461,0.39195878575757565,0.47817420801447547,POBRE,NO_RESERVORIO
UNKNOWN,16.780216217,1.6054283381,1.9162755013,2.0066287518,54.797325134,8.7178554535,145.0796814,52.101081848,1.4217715263,0.3899219686060605,0.5433633294161384,POBRE,NO_RESERVORIO
UNKNOWN,16.70684433,1.5979481936,1.9208989143,2.0020780563,53.924705505,8.9025268555,145.01293945,50.932922363,1.5116330385,0.39267996587878795,0.5281361990979478,POBRE,NO_RESERVORIO
UNKNOWN,16.931617737,1.5936353207,1.9231170416,1.9846736193,51.638816833,8.6694831848,144.2649231,50.441642761,1.4998192787,0.4032281095151514,0.4882476571208344,POBRE,NO_RESERVORIO
UNKNOWN,16.943464279,1.6092082262,1.9180665016,1.9762254953,51.991539001,7.8686208725,143.36154175,51.064983368,1.448595643,0.4083481846666666,0.49440262572314014,POBRE,NO_RESERVORIO
UNKNOWN,16.969566345,1.6237334013,1.9156914949,1.9878075123,54.281711578,6.8504309654,142.88514709,52.300548553,1.3956063986,0.40132878042424236,0.5343659214389249,POBRE,NO_RESERVORIO
UNKNOWN,17.092205048,1.6218715906,1.9125521183,2.0155262947,57.822544098,6.2636113167,144.28456116,54.311660767,1.3788205385,0.3845295183636364,0.5961531153377311,POBRE,NO_RESERVORIO
UNKNOWN,17.082756042,1.594943285,1.9048746824,2.0371775627,55.537849426,6.3520464897,145.65139771,54.784618378,1.3634649515,0.3714075377575756,0.5562854085481331,POBRE,NO_RESERVORIO
UNKNOWN,17.007457733,1.5686035156,1.8987962008,2.0434496403,54.724555969,6.6428370476,145.84992981,54.461502075,1.3835237026,0.3676062786060606,0.5420935143423351,POBRE,NO_RESERVORIO
UNKNOWN,17.090368271,1.549826026,1.8876478672,2.0332391262,53.322601318,6.6625165939,145.27679443,53.718917847,1.4203890562,0.37379446896969704,0.5176295377579045,POBRE,NO_RESERVORIO
UNKNOWN,17.165332794,1.5609599352,1.8591309786,2.0336532593,54.341625214,6.1659297943,144.82380676,54.247001648,1.4482617378,0.3735434792121213,0.5354114087427736,POBRE,NO_RESERVORIO
UNKNOWN,17.224121094,1.5955764055,1.8338983059,2.0496108532,53.173152924,5.5938873291,145.07315063,54.029067993,1.4218209982,0.3638722101818182,0.5150216773618576,POBRE,NO_RESERVORIO
UNKNOWN,17.277210236,1.5901474953,1.8225483894,2.0618565083,54.657569885,5.3101677895,145.17752075,53.173088074,1.4469354153,0.356450601030303,0.5409246134871685,POBRE,NO_RESERVORIO
UNKNOWN,17.165590286,1.5503709316,1.8158355951,2.0563626289,56.846721649,5.0583610535,144.71273804,52.621608734,1.434561491,0.35978022490909084,0.5791251055330847,POBRE,NO_RESERVORIO
UNKNOWN,17.082866669,1.4868354797,1.8040097952,2.0336375237,58.805530548,4.8536276817,143.85769653,53.247001648,1.5035209656,0.37355301593939394,0.6133061362849204,POBRE,NO_RESERVORIO
UNKNOWN,17.002918243,1.4843224287,1.7897646427,2.0250000954,61.272388458,4.8731369972,143.7819519,53.002040863,1.538623333,0.37878782096969704,0.6563525744163612,POBRE,NO_RESERVORIO
UNKNOWN,16.973136902,1.5173506737,1.7742451429,2.0271992683,64.396499634,5.4053025246,144.91894531,52.233352661,1.486651063,0.3774549889090909,0.7108680201209038,POBRE,NO_RESERVORIO
UNKNOWN,16.988376617,1.5189892054,1.7606147528,2.0308220387,68.086593628,6.2793312073,146.13832092,52.180973053,1.4868733883,0.3752593704848483,0.7752598126793664,POBRE,NO_RESERVORIO
UNKNOWN,16.978847504,1.5301474333,1.7569999695,2.0225739479,68.569732666,6.5706224442,146.4315033,53.268985748,1.5353233814,0.3802582133939395,0.7836905433768432,POBRE,NO_RESERVORIO
UNKNOWN,16.930324554,1.5151314735,1.7518349886,2.0154662132,68.554847717,6.2464447021,146.21607971,53.963336945,1.4875144958,0.38456593139393946,0.7834308024190765,POBRE,NO_RESERVORIO
UNKNOWN,16.994474411,1.5068287849,1.7355747223,2.0158498287,65.965805054,5.7158985138,146.09141541,53.872001648,1.4938671589,0.38433343715151513,0.7382522518585822,POBRE,NO_RESERVORIO
UNKNOWN,17.232448578,1.4888435602,1.7303340435,2.0251891613,62.02161026,5.571782589,145.86698914,53.905017853,1.4414664507,0.37867323557575744,0.6694264242784798,POBRE,NO_RESERVORIO
UNKNOWN,17.588161469,1.4539328814,1.7369058132,2.0390779972,57.336811066,5.9632415771,145.17066956,53.96428299,1.4310184717,0.37025575927272714,0.5876771196893295,POBRE,NO_RESERVORIO
UNKNOWN,17.627058029,1.4223525524,1.7517992258,2.0539987087,59.132881165,6.4995779991,143.9888916,53.645282745,1.4007698298,0.3612129038181818,0.6190183737124825,POBRE,NO_RESERVORIO
UNKNOWN,17.66595459,1.4075242281,1.7810952663,2.0835621357,58.570587158,7.0851616859,142.47463989,52.740550995,1.3997192383,0.3432956753333334,0.6092063962629968,POBRE,NO_RESERVORIO
UNKNOWN,17.704851151,1.4205472469,1.8181983232,2.0950071812,59.530261993,7.3151378632,139.61050415,51.838378906,1.4525784254,0.33635928412121197,0.6259526317245796,POBRE,NO_RESERVORIO
UNKNOWN,17.710756302,1.4753507376,1.8511275053,2.0930173397,57.908851624,7.2756819725,137.30700684,51.215042114,1.5241997242,0.33756524866666676,0.5976591735355609,POBRE,NO_RESERVORIO
UNKNOWN,17.455465317,1.6014040709,1.8860282898,2.0765211582,56.538833618,6.7165827751,135.81213379,50.591701508,1.669678688,0.3475629344242425,0.5737524883976889,POBRE,NO_RESERVORIO
UNKNOWN,16.837339401,1.7254934311,1.9184397459,2.0720000267,54.430213928,5.5903596878,135.31195068,50.214187622,1.8624542952,0.35030301412121206,0.536957273456297,POBRE,NO_RESERVORIO
UNKNOWN,16.664487839,1.7489807606,1.9530861378,2.0700707436,48.16942215,5.0880608559,136.29681396,51.074531555,1.9882456064,0.3514722766060605,0.4277070467476536,POBRE,NO_RESERVORIO
UNKNOWN,16.633329391,1.7157133818,1.9853724241,2.0618534088,44.967655182,5.6007933617,139.65943909,52.932128906,2.0069758892,0.35645247951515163,0.3718365147885174,POBRE,NO_RESERVORIO
UNKNOWN,16.701688766,1.6657617092,2.0030844212,2.0550000668,41.64339447,6.9617538452,142.26013184,53.003070831,2.0567531586,0.3606060201212121,0.3138284785364872,JUSTO,RESERVORIO
UNKNOWN,17.027425766,1.6347727776,2.0140991211,2.0508024693,43.143405914,7.7220649719,141.79650879,52.563201904,2.0472168922,0.36315001860606044,0.3400035369210211,JUSTO,RESERVORIO
UNKNOWN,17.144113541,1.5849043131,2.0065896511,2.0365386009,42.530902863,7.2160887718,141.92907715,52.226661682,2.081880331,0.3717947873333332,0.3293154163838353,JUSTO,RESERVORIO
UNKNOWN,17.07661438,1.6166445017,1.9982769489,2.0283796787,40.61598587,6.7508130074,138.32243347,51.861991882,2.022380352,0.3767395886666667,0.29590029525672545,POBRE,NO_RESERVORIO
UNKNOWN,16.631914139,1.6576912403,1.9793288708,2.0055487156,40.5403862,6.5311999321,134.9634552,52.133182526,1.8177318573,0.3905765360000001,0.29458108813732864,POBRE,NO_RESERVORIO
UNKNOWN,16.922000885,1.6928879023,1.9558631182,1.9995404482,46.326732635,6.1005401611,134.16999817,51.7188797,1.8288047314,0.39421791018181807,0.39555228830722833,POBRE,NO_RESERVORIO
UNKNOWN,16.984134674,1.6483896971,1.9542472363,1.9851015806,53.977313995,5.0923757553,134.97431946,51.872116089,1.6750208139,0.40296873903030295,0.5290542122923007,POBRE,NO_RESERVORIO
UNKNOWN,17.177438736,1.5424849987,1.9622220993,1.9889999628,60.04750061,4.1155920029,136.80293274,52.966667175,1.4252563715,0.4006060831515152,0.6349783968631492,POBRE,NO_RESERVORIO
UNKNOWN,17.060749054,1.4956347942,1.9614641666,1.9902900457,62.331932068,3.5197710991,141.15704346,53.52999115,1.2426623106,0.39982421472727275,0.6748415105932439,POBRE,NO_RESERVORIO
UNKNOWN,16.985631943,1.4800270796,1.9531821012,1.9969111681,64.491546631,3.5567343235,143.33773804,53.202507019,1.2208032608,0.39581141327272723,0.7125265812643546,POBRE,NO_RESERVORIO
UNKNOWN,17.043626785,1.5006510019,1.9365769625,2.0035805702,61.481548309,4.2862181664,142.53630066,55.216011047,1.2751203775,0.39176935139393937,0.6600023941117537,POBRE,NO_RESERVORIO
UNKNOWN,17.018089294,1.5222066641,1.9108855724,2.0020000935,58.9360466,5.3519792557,141.53895569,56.157306671,1.3874927759,0.39272721606060607,0.6155836290966478,POBRE,NO_RESERVORIO
UNKNOWN,16.891904831,1.5234079361,1.904461503,2.0028176308,55.565059662,5.9814620018,140.17692566,54.820404053,1.4439890385,0.39223173890909085,0.5567602246029079,POBRE,NO_RESERVORIO
UNKNOWN,16.54955864,1.518356204,1.9126796722,2.0094294548,53.392944336,5.7413492203,138.20573425,54.800266266,1.409539938,0.38822457284848494,0.5188570167951206,POBRE,NO_RESERVORIO
UNKNOWN,16.403238297,1.4941853285,1.9260520935,2.024592638,53.307746887,5.2660627365,139.66000366,55.522136688,1.3347392082,0.37903476484848475,0.5173703293363626,POBRE,NO_RESERVORIO
UNKNOWN,16.516000748,1.5028040409,1.9418156147,2.0337507725,54.376312256,4.9236841202,142.95147705,55.622001648,1.2649588585,0.3734843803030303,0.5360166943578724,POBRE,NO_RESERVORIO
UNKNOWN,16.668266296,1.5029667616,1.9601719379,2.0490775108,57.05223465,4.5172314644,146.19497681,55.426239014,1.2335245609,0.3641954479999999,0.5827112880395402,POBRE,NO_RESERVORIO
UNKNOWN,17.164693832,1.5111954212,1.9737837315,2.0686810017,55.932949066,4.2261376381,147.90245056,54.23563385,1.2809300423,0.3523145444242424,0.5631798600445367,POBRE,NO_RESERVORIO
UNKNOWN,16.683153152,1.5410399437,1.9768067598,2.0796222687,53.578632355,4.0648803711,147.01885986,52.288013458,1.3569972515,0.34568347351515144,0.5220972552333506,POBRE,NO_RESERVORIO
UNKNOWN,17.0,1.6028470993,1.9759999514,2.0765104294,48.932811737,4.0658974648,144.81011963,50.683807373,1.4743469954,0.34756943672727275,0.4410281231233017,POBRE,NO_RESERVORIO
UNKNOWN,16.956865311,1.6481976509,1.9761879444,2.0683481693,47.902515411,4.2232141495,143.67179871,49.779232025,1.5648120642,0.3525162610303029,0.42304954929688715,POBRE,NO_RESERVORIO
UNKNOWN,16.712041855,1.6524028778,1.9766293764,2.0555737019,48.837856293,4.5673685074,142.11132813,49.737770081,1.5595531464,0.3602583624848483,0.43937115957107603,POBRE,NO_RESERVORIO
UNKNOWN,16.480098724,1.6225444078,1.9731737375,2.0309998989,51.846824646,5.257162571,142.04669189,51.462116241,1.5644724369,0.37515157642424224,0.4918773738616583,POBRE,NO_RESERVORIO
UNKNOWN,16.561347961,1.5940994024,1.9572610855,2.0269618034,51.862285614,6.142973423,144.32041931,52.027378082,1.6585222483,0.3775989070303031,0.49214716629670946,POBRE,NO_RESERVORIO
UNKNOWN,16.792842865,1.5538876057,1.9126021862,2.0130143166,51.300018311,6.817732811,143.4115448,52.921916962,1.6067957878,0.38605192933333327,0.482335654829508,POBRE,NO_RESERVORIO
UNKNOWN,17.151960373,1.5398513079,1.8614895344,2.0334246159,48.755695343,7.2088956833,142.34651184,53.854663849,1.71111691,0.3736820509696969,0.4379374587338051,POBRE,NO_RESERVORIO
UNKNOWN,16.841165543,1.5398100615,1.8189476728,2.0178437233,48.811962128,7.2959675789,138.90678406,54.287200928,1.7541586161,0.38312501618181816,0.43891930883126673,POBRE,NO_RESERVORIO
UNKNOWN,16.918958664,1.5095981359,1.7804274559,2.0266699791,45.877574921,7.7334251404,137.37670898,54.038948059,1.5811449289,0.3777757702424243,0.38771452851223454,POBRE,NO_RESERVORIO
UNKNOWN,16.943126678,1.4540477991,1.7538326979,2.0275967121,44.210186005,8.5243148804,137.70898438,54.666637421,1.6216659546,0.37721411387878795,0.35861874900961854,POBRE,NO_RESERVORIO
UNKNOWN,16.719041824,1.4035778046,1.7265999317,2.0429162979,40.753211975,9.6094799042,136.33181763,53.561389923,1.5699689388,0.36792951642424226,0.2982948778611613,POBRE,NO_RESERVORIO
UNKNOWN,16.635938644,1.3639147282,1.6883375645,2.0526852608,38.415412903,10.300589561,136.38778687,53.028404236,1.4360904694,0.36200893284848473,0.2575005042944293,POBRE,NO_RESERVORIO
UNKNOWN,16.57260704,1.4236531258,1.6543853283,2.0500717163,37.328048706,9.7126731873,134.22293091,51.91109848,1.5585507154,0.36359289921212107,0.23852610149532186,POBRE,NO_RESERVORIO
UNKNOWN,16.408477783,1.4590876102,1.6246799231,2.0443918705,34.231723785,9.5815792084,132.8278656,51.890899658,1.6678222418,0.3670352299999999,0.18449552332283817,POBRE,NO_RESERVORIO
